HOUR of YEAR,HOUR-MST,Avg Global Horizontal [W/m^2],Avg Avg Wind Speed @ 50m [m/s]
3042,18,65.2103,3.6059
3043,19,4.9669,4.6453
3044,20,-2.5003,5.35
3045,21,-1.3413,6.7802
3046,22,-0.5676,6.0543
3047,23,-0.7281,4.3503
3048,0,-0.1998,4.0944
3049,1,-0.7009,3.6431
3050,2,-0.2881,3.5422
3051,3,-0.2155,3.8845
3052,4,-0.1288,3.6687
3053,5,0.1981,3.4701
3054,6,10.0239,3.2693
3055,7,46.6026,2.5084
3056,8,91.3164,1.842
3057,9,78.7997,1.276
3058,10,156.8151,1.4789
3059,11,295.5797,2.5508
3060,12,308.4403,3.2738
3061,13,73.9276,5.6418
3062,14,201.3215,6.7384
3063,15,223.3888,6.3168
3064,16,79.1584,6.1759
3065,17,18.8598,6.5948
3066,18,22.061,7.3261
3067,19,1.0034,7.7539
3068,20,-0.4373,4.9763
3069,21,-0.48,4.3438
3070,22,-0.2771,3.7278
3071,23,-0.1906,3.1271
3072,0,-0.5056,1.6609
3073,1,-2.0973,2.8826
3074,2,-1.3736,1.8084
3075,3,-0.7574,2.8748
3076,4,0.3616,1.0383
3077,5,-0.23,2.8108
3078,6,3.6057,3.7299
3079,7,16.4129,4.9132
3080,8,34.0401,5.5118
3081,9,90.2285,4.7214
3082,10,277.2723,4.7798
3083,11,431.9835,5.4227
3084,12,294.4995,5.1368
3085,13,338.5975,8.7126
3086,14,167.6154,9.8704
3087,15,79.1624,9.8474
3088,16,53.4811,9.8243
3089,17,19.532,9.6691
3090,18,8.216,11.1522
3091,19,2.9728,12.0718
3092,20,-1.0454,9.5864
3093,21,-2.173,6.7167
3094,22,-0.9855,5.8194
3095,23,-0.7796,6.8104
3096,0,-0.6918,4.6295
3097,1,-0.5054,1.613
3098,2,-0.2601,0.9813
3099,3,-0.0411,3.2821
3100,4,-0.6708,3.1281
3101,5,1.1926,3.3375
3102,6,40.8074,2.3532
3103,7,131.624,2.6808
3104,8,272.6542,3.1081
3105,9,531.7288,5.0721
3106,10,678.8898,4.4068
3107,11,508.0352,3.4626
3108,12,1053.5453,2.4232
3109,13,625.7565,1.8717
3110,14,675.5822,2.2369
3111,15,268.5847,3.6233
3112,16,124.5687,4.2037
3113,17,59.0753,2.5639
3114,18,30.4238,2.2241
3115,19,1.7051,2.8617
3116,20,-1.8409,1.3593
3117,21,-1.1285,1.8722
3118,22,-1.14,4.6338
3119,23,-0.8703,4.3454
3120,0,-0.6697,4.0626
3121,1,-0.8994,5.4753
3122,2,-0.7181,3.711
3123,3,-2.0686,3.173
3124,4,-4.1261,2.7159
3125,5,0.293,1.2176
3126,6,122.1897,1.1005
3127,7,285.3735,0.4649
3128,8,386.4208,1.2832
3129,9,450.9215,3.0426
3130,10,719.6958,3.5511
3131,11,913.2097,3.3505
3132,12,970.5388,3.129
3133,13,1054.9035,3.2561
3134,14,975.5627,3.4881
3135,15,731.4525,4.0594
3136,16,573.0542,3.6315
3137,17,362.7815,3.8767
3138,18,202.4683,3.7791
3139,19,27.817,2.7704
3140,20,-11.0554,1.0483
3141,21,-5.5237,2.7525
3142,22,-5.2899,3.9642
3143,23,-3.7138,3.6736
3144,0,-2.9106,3.4107
3145,1,-2.6721,2.139
3146,2,-2.4812,0.7867
3147,3,-2.6792,1.8344
3148,4,-2.8603,2.678
3149,5,-1.052,1.5158
3150,6,42.944,1.2181
3151,7,101.7951,2.6883
3152,8,361.4568,2.8292
3153,9,488.4498,1.7941
3154,10,525.758,1.2695
3155,11,554.3112,1.6535
3156,12,772.5107,2.8359
3157,13,946.408,5.5039
3158,14,671.276,3.6241
3159,15,583.9812,2.9622
3160,16,408.8863,4.0245
3161,17,376.7318,2.8884
3162,18,49.26,5.1517
3163,19,19.6438,2.6202
3164,20,-5.1419,2.1898
3165,21,-3.4679,4.0767
3166,22,-1.5666,5.2088
3167,23,-2.5383,3.9488
3168,0,-2.2976,2.817
3169,1,-1.7154,2.8692
3170,2,-0.5632,2.6221
3171,3,-0.8385,2.4151
3172,4,-1.3794,5.2933
3173,5,-2.9504,4.1284
3174,6,37.5756,6.0983
3175,7,131.1753,5.9866
3176,8,197.9637,5.9055
3177,9,140.404,4.7842
3178,10,153.7485,4.5506
3179,11,189.158,5.7219
3180,12,192.5268,3.704
3181,13,529.4405,4.0447
3182,14,857.1538,5.5176
3183,15,437.9182,4.2918
3184,16,277.4245,4.9467
3185,17,242.6799,3.4699
3186,18,88.417,3.5773
3187,19,9.382,2.4322
3188,20,-4.0444,3.4911
3189,21,-2.9125,4.862
3190,22,-2.3779,3.4305
3191,23,-2.6543,1.0226
3192,0,-1.371,0.9416
3193,1,-1.1175,3.818
3194,2,-2.5071,2.3483
3195,3,-2.3695,3.2049
3196,4,-2.6325,2.8822
3197,5,2.0551,1.3424
3198,6,119.7064,1.2417
3199,7,192.5805,1.6217
3200,8,399.0573,2.5974
3201,9,537.0203,2.0944
3202,10,613.6312,1.4197
3203,11,762.8283,4.6216
3204,12,781.9368,5.8996
3205,13,963.81,7.1419
3206,14,848.8545,6.9239
3207,15,317.3065,6.0872
3208,16,417.8737,5.1194
3209,17,179.5683,4.1162
3210,18,89.9085,4.3395
3211,19,0.0016,5.1789
3212,20,-2.3328,3.6751
3213,21,-2.0258,3.2253
3214,22,-0.6465,2
3215,23,-2.229,2.551
3216,0,-1.5966,2.5397
3217,1,-0.5912,4.684
3218,2,-2.9134,3.697
3219,3,-4.6049,1.9176
3220,4,-3.3248,2.5822
3221,5,0.8169,3.4409
3222,6,54.939,2.6249
3223,7,216.331,1.8913
3224,8,252.7572,3.1843
3225,9,350.4273,3.4309
3226,10,626.4323,3.5934
3227,11,330.6482,4.5635
3228,12,106.7018,5.3281
3229,13,725.9165,3.4312
3230,14,398.7928,3.3641
3231,15,401.6983,5.0688
3232,16,158.827,4.1276
3233,17,109.2755,4.5177
3234,18,67.7967,1.5622
3235,19,38.0941,1.771
3236,20,-3.2421,3.7839
3237,21,-1.7736,9.8516
3238,22,-2.5996,3.3196
3239,23,-0.048,6.2667
3240,0,-5.7179,6.4606
3241,1,-6.0099,3.2724
3242,2,-4.4453,2.6095
3243,3,-2.7764,2.445
3244,4,-3.0298,1.9372
3245,5,-0.6126,0.9923
3246,6,66.1411,0.9126
3247,7,283.408,2.5787
3248,8,461.0712,4.8544
3249,9,639.479,5.4508
3250,10,706.8105,4.311
3251,11,775.5295,3.7396
3252,12,197.2972,2.4844
3253,13,244.8378,4.3113
3254,14,354.5298,4.0427
3255,15,317.0602,5.9925
3256,16,445.0988,3.8628
3257,17,147.7709,8.0866
3258,18,18.2729,7.6987
3259,19,41.6024,5.4988
3260,20,1.1006,5.8824
3261,21,1.0527,6.4144
3262,22,1.1276,5.0337
3263,23,0.5018,5.9941
3264,0,0.0933,7.3762
3265,1,-2.1211,2.7162
3266,2,1.1955,7.0131
3267,3,-3.8419,2.8625
3268,4,-3.5931,1.4477
3269,5,0.5509,2.2479
3270,6,37.9659,2.0728
3271,7,183.398,5.4035
3272,8,353.253,5.0429
3273,9,270.2652,3.5875
3274,10,679.1905,2.1565
3275,11,808.8137,4.2386
3276,12,1057.011,6.1412
3277,13,767.417,5.8935
3278,14,315.2055,6.0421
3279,15,254.621,4.3965
3280,16,342.3615,6.0787
3281,17,88.5441,4.464
3282,18,132.7569,3.8356
3283,19,20.0528,3.0444
3284,20,-5.2674,1.7352
3285,21,-3.0758,2.3681
3286,22,-0.8931,3.2126
3287,23,-0.6097,1.7967
3288,0,-1.0624,2.7158
3289,1,-1.3238,3.933
3290,2,-2.5389,3.571
3291,3,-2.1409,4.7644
3292,4,-1.7825,3.3243
3293,5,-0.4342,2.0479
3294,6,10.0483,2.8733
3295,7,59.2008,3.1901
3296,8,124.4519,2.4455
3297,9,182.8092,1.9932
3298,10,157.3742,2.2368
3299,11,248.8312,2.5076
3300,12,166.4689,2.0093
3301,13,106.9041,1.1628
3302,14,102.5,1.374
3303,15,74.721,1.6885
3304,16,47.4996,2.8501
3305,17,29.945,2.65
3306,18,12.2376,2.6645
3307,19,5.6339,2.6758
3308,20,-0.1658,2.2026
3309,21,-0.1732,1.2248
3310,22,-0.161,1.5417
3311,23,-0.405,1.2564
3312,0,-0.2478,1.4654
3313,1,-0.0487,2.0687
3314,2,0.015,3.3337
3315,3,-0.0449,2.9211
3316,4,0.0367,3.7743
3317,5,-0.4398,3.1162
3318,6,2.9796,3.2052
3319,7,25.7392,6.4884
3320,8,60.4605,8.1365
3321,9,62.8114,7.3664
3322,10,151.3042,5.4741
3323,11,118.8909,1.2662
3324,12,175.8575,1.8858
3325,13,251.0632,2.8515
3326,14,181.2278,3.1009
3327,15,194.7467,4.4937
3328,16,116.9284,4.3572
3329,17,48.5466,2.7873
3330,18,38.5205,4.6779
3331,19,17.6337,5.6854
3332,20,-0.04,5.6352
3333,21,-0.5052,4.8711
3334,22,-0.314,3.7106
3335,23,-0.4607,3.485
3336,0,-0.6243,2.524
3337,1,-0.6659,2.8889
3338,2,-0.5975,3.2999
3339,3,-0.4566,2.4135
3340,4,-0.3938,1.5723
3341,5,2.5593,1.5195
3342,6,41.3083,0.3287
3343,7,80.1252,0.3284
3344,8,180.8595,0.3285
3345,9,204.3848,0.339
3346,10,275.4557,0.6262
3347,11,193.3718,0.5822
3348,12,210.8538,0.3285
3349,13,202.683,0.3299
3350,14,176.2508,0.362
3351,15,92.871,1.0882
3352,16,47.5194,1.665
3353,17,29.2543,1.138
3354,18,29.2218,0.33
3355,19,7.0901,0.3331
3356,20,-0.0415,0.4139
3357,21,-0.2917,1.075
3358,22,-0.0408,1.7715
3359,23,-0.0498,2.3648
3360,0,-0.1071,0.6602
3361,1,-0.196,1.6358
3362,2,-0.0771,0.5357
3363,3,-0.0589,0.3294
3364,4,-0.1217,0.3284
3365,5,1.1347,0.3284
3366,6,26.3961,0.3284
3367,7,81.1373,0.3285
3368,8,175.0664,0.3288
3369,9,179.7353,0.4929
3370,10,217.16,0.3292
3371,11,204.4323,0.3692
3372,12,190.5072,0.3285
3373,13,90.2843,0.5213
3374,14,377.6362,0.8114
3375,15,308.9552,0.3538
3376,16,196.846,0.3441
3377,17,130.3618,0.3285
3378,18,75.6929,1.8403
3379,19,8.4541,0.3284
3380,20,-1.4006,0.6156
3381,21,-1.8547,1.323
3382,22,-1.1184,0.3284
3383,23,-0.7432,0.3284
3384,0,-0.94,0.3284
3385,1,-0.884,0.3284
3386,2,-0.3689,0.3284
3387,3,-0.7306,0.3284
3388,4,-0.6454,0.3284
3389,5,0.1028,1.1631
3390,6,6.5793,0.5668
3391,7,31.1444,0.5226
3392,8,97.8282,0.7406
3393,9,233.8005,3.6854
3394,10,380.7832,3.577
3395,11,127.8265,1.2007
3396,12,211.1854,1.076
3397,13,197.0932,1.6791
3398,14,251.4314,1.3258
3399,15,143.5025,0.518
3400,16,90.927,2.8078
3401,17,28.8303,2.185
3402,18,46.2107,0.4496
3403,19,32.77,0.3531
3404,20,-0.2411,1.1003
3405,21,-0.4275,0.3284
3406,22,-0.6226,0.3299
3407,23,-0.7837,0.3284
3408,0,-0.2847,0.3286
3409,1,-0.7777,0.6591
3410,2,-0.1558,3.3792
3411,3,-2.5174,0.762
3412,4,-1.9688,0.7922
3413,5,-1.18,0.8311
3414,6,14.1973,0.3284
3415,7,42.7019,0.7923
3416,8,364.1105,0.35
3417,9,413.2853,2.1941
3418,10,374.9762,3.5049
3419,11,513.5308,2.6391
3420,12,214.6763,3.2486
3421,13,97.5862,4.2163
3422,14,203.9877,4.3385
3423,15,315.229,4.1976
3424,16,240.3097,2.5296
3425,17,362.6395,3.3209
3426,18,233.4798,4.2941
3427,19,-5.2208,2.0189
3428,20,-4.1894,4.9742
3429,21,-2.5877,3.5824
3430,22,-2.346,1.975
3431,23,-2.4234,2.4977
3432,0,-1.7674,3.2804
3433,1,-1.3011,3.4141
3434,2,-0.9678,1.9382
3435,3,-0.7141,2.0551
3436,4,-0.7948,1.0974
3437,5,4.9682,3.1362
3438,6,93.1213,2.393
3439,7,290.8632,1.8996
3440,8,473.4358,2.2821
3441,9,449.8707,2.6506
3442,10,653.6742,2.2062
3443,11,535.1907,2.0316
3444,12,372.044,3.5173
3445,13,55.7596,3.3891
3446,14,242.9972,2.9583
3447,15,386.2773,2.5653
3448,16,595.8642,1.7299
3449,17,123.2485,2.3808
3450,18,197.797,1.8051
3451,19,29.9649,1.9085
3452,20,-3.1873,3.2414
3453,21,-1.2533,3.5538
3454,22,-1.0128,3.0879
3455,23,-2.1598,2.8744
3456,0,-0.7147,1.5998
3457,1,-1.4273,1.6724
3458,2,-2.0042,2.2633
3459,3,-1.051,2.1943
3460,4,-0.6115,2.2861
3461,5,2.2279,2.1792
3462,6,100.8255,3.2954
3463,7,286.1258,1.4274
3464,8,350.3925,1.6277
3465,9,604.2855,2.0513
3466,10,732.4972,2.3582
3467,11,815.4338,2.6838
3468,12,820.1902,2.0375
3469,13,773.6733,3.434
3470,14,559.8078,2.9211
3471,15,455.7617,4.0721
3472,16,359.7907,5.4724
3473,17,29.4967,6.5307
3474,18,21.6157,4.5386
3475,19,25.6754,2.8285
3476,20,2.0076,3.5455
3477,21,0.8904,3.1112
3478,22,0.3076,4.2138
3479,23,-0.0006,4.0456
3480,0,-0.7026,3.3029
3481,1,-1.3515,2.0884
3482,2,-0.1448,0.5099
3483,3,-0.19,1.6234
3484,4,-1.2138,0.8499
3485,5,3.9292,0.5072
3486,6,53.2091,0.5257
3487,7,241.0703,1.6455
3488,8,517.574,3.3559
3489,9,672.1413,2.9703
3490,10,727.8142,3.3949
3491,11,1026.142,3.6342
3492,12,880.2093,3.5896
3493,13,608.7205,3.1154
3494,14,162.5436,4.3007
3495,15,735.7012,7.2251
3496,16,428.4657,3.5616
3497,17,220.731,2.5477
3498,18,72.7721,1.9763
3499,19,67.1956,3.1847
3500,20,-6.2228,4.4133
3501,21,-5.0198,4.6969
3502,22,-2.5984,4.9873
3503,23,-1.3287,3.3099
3504,0,-3.0938,2.6989
3505,1,-1.5575,1.4308
3506,2,-2.7968,1.2392
3507,3,-1.2318,2.1912
3508,4,-0.7473,4.1891
3509,5,4.0529,3.8759
3510,6,98.5195,1.5044
3511,7,289.8972,0.5834
3512,8,348.9075,1.4397
3513,9,461.0612,1.6979
3514,10,525.219,2.0268
3515,11,837.8138,3.9596
3516,12,367.596,3.7637
3517,13,747.1698,2.6106
3518,14,774.1092,2.6148
3519,15,516.5937,2.3032
3520,16,275.6073,2.9773
3521,17,247.6077,3.3522
3522,18,227.6158,1.9697
3523,19,51.0622,2.9678
3524,20,-11.6057,3.0846
3525,21,-5.6954,5.4528
3526,22,-1.7423,6.35
3527,23,-0.792,9.595
3528,0,-5.2386,4.4384
3529,1,-7.2689,4.3761
3530,2,-3.8011,2.3395
3531,3,-3.0953,4.5886
3532,4,-1.869,3.3781
3533,5,-0.2187,4.1251
3534,6,89.5586,4.6401
3535,7,313.3004,2.4184
3536,8,462.288,1.782
3537,9,565.0714,1.4839
3538,10,623.7987,3.0141
3539,11,471.2588,2.5207
3540,12,542.11,2.334
3541,13,350.8552,3.1823
3542,14,243.6887,2.4347
3543,15,746.8542,1.7793
3544,16,399.2922,2.2041
3545,17,500.1148,6.8616
3546,18,279.2805,9.1897
3547,19,106.1512,10.5791
3548,20,-3.3684,7.3882
3549,21,-1.3769,8.6221
3550,22,-2.2327,10.186
3551,23,-3.2895,9.5867
3552,0,-3.1272,7.6131
3553,1,-4.2894,4.5935
3554,2,-4.2267,6.3849
3555,3,-2.1471,6.0753
3556,4,-4.5303,1.2702
3557,5,0.8014,0.9861
3558,6,110.1535,2.475
3559,7,272.6663,2.2418
3560,8,456.5185,2.9638
3561,9,571.373,3.2375
3562,10,182.6658,2.6706
3563,11,507.8222,1.2049
3564,12,722.5492,1.7489
3565,13,603.0603,2.5937
3566,14,440.0585,3.3507
3567,15,102.3582,7.7917
3568,16,315.488,5.189
3569,17,300.414,5.6735
3570,18,59.3776,5.2674
3571,19,42.5159,4.4881
3572,20,0.1993,4.1376
3573,21,-1.1438,2.9505
3574,22,-1.7682,4.1857
3575,23,-1.2543,2.3482
3576,0,-0.8763,0.5655
3577,1,-0.5783,2.5334
3578,2,-0.0288,3.99
3579,3,-1.23,4.8667
3580,4,-0.6148,1.4098
3581,5,5.659,0.4139
3582,6,97.0649,2.0546
3583,7,297.7533,2.059
3584,8,519.7802,1.3655
3585,9,705.7187,2.7384
3586,10,797.8012,2.8978
3587,11,930.648,1.9889
3588,12,1032.5047,2.6399
3589,13,945.6332,3.0401
3590,14,942.2615,2.8896
3591,15,791.359,2.9336
3592,16,485.5452,2.3399
3593,17,448.4713,2.3386
3594,18,181.7949,3.9308
3595,19,37.5726,2.7564
3596,20,-10.3594,3.0373
3597,21,-7.1012,4.3907
3598,22,-3.7757,3.8063
3599,23,-3.7709,3.4243
3600,0,-4.387,3.3134
3601,1,-1.8296,2.693
3602,2,1.1089,2.1259
3603,3,-1.3208,1.1624
3604,4,5.0556,7.0908
3605,5,2.8984,4.8902
3606,6,78.8562,6.5756
3607,7,288.5333,6.1077
3608,8,246.8108,4.4212
3609,9,366.6415,2.377
3610,10,757.1517,3.8001
3611,11,553.8542,3.0494
3612,12,857.9642,2.712
3613,13,981.4332,4.9466
3614,14,784.5053,3.3157
3615,15,362.7137,2.2466
3616,16,489.6007,5.9105
3617,17,297.0608,3.3335
3618,18,152.9519,2.9274
3619,19,18.5023,3.1073
3620,20,-7.6791,4.0436
3621,21,-5.2599,1.5435
3622,22,-4.4845,2.3972
3623,23,-4.4885,2.1414
3624,0,-2.7812,3.7246
3625,1,-0.5736,2.6627
3626,2,-3.5841,3.0023
3627,3,-1.1909,3.0372
3628,4,0.7477,2.1396
3629,5,9.7421,3.2895
3630,6,117.1317,0.3858
3631,7,348.4767,1.7808
3632,8,530.2962,3.4089
3633,9,591.0988,2.2359
3634,10,551.4517,1.6936
3635,11,230.652,2.0085
3636,12,692.213,3.4929
3637,13,254.474,9.0166
3638,14,575.8427,8.2874
3639,15,632.0782,9.1273
3640,16,274.454,8.6435
3641,17,370.9434,5.1435
3642,18,244.7524,3.8283
3643,19,26.4306,4.1431
3644,20,-4.7721,5.4757
3645,21,-4.586,4.4853
3646,22,-3.6437,2.4147
3647,23,-0.4929,4.3845
3648,0,-0.8908,4.8235
3649,1,-7.0401,2.819
3650,2,-3.1402,2.8394
3651,3,-6.3117,5.1913
3652,4,-3.7862,2.1029
3653,5,7.5147,0.997
3654,6,77.4063,1.6871
3655,7,331.2277,1.2406
3656,8,453.1038,1.5383
3657,9,727.073,0.9841
3658,10,817.688,3.5755
3659,11,954.5673,3.5667
3660,12,1049.0077,3.6303
3661,13,959.6893,3.6311
3662,14,901.3352,3.8622
3663,15,724.7322,4.3498
3664,16,688.1112,3.7089
3665,17,430.772,3.887
3666,18,260.3242,4.1656
3667,19,73.9994,2.7763
3668,20,-16.3463,1.6343
3669,21,-8.1121,5.0495
3670,22,-3.4967,8.0852
3671,23,-3.7635,9.4852
3672,0,-5.6137,6.7314
3673,1,-5.7685,2.1312
3674,2,-6.6438,1.9814
3675,3,-3.6029,1.8559
3676,4,-3.2762,3.4649
3677,5,4.4089,5.946
3678,6,99.2195,6.0092
3679,7,127.6966,5.2871
3680,8,257.7508,3.7683
3681,9,679.9092,2.9888
3682,10,786.988,2.9863
3683,11,898.6388,2.7309
3684,12,885.0928,3.0421
3685,13,864.5515,2.9124
3686,14,670.0072,3.4932
3687,15,633.3475,2.5236
3688,16,638.7517,1.9254
3689,17,234.4355,3.5816
3690,18,110.2454,6.4977
3691,19,57.926,5.8202
3692,20,-2.1071,5.8754
3693,21,-1.5949,3.9401
3694,22,-1.4372,1.8224
3695,23,-1.0121,2.1458
3696,0,-2.6561,2.5108
3697,1,-1.0738,1.9993
3698,2,-5.0238,3.1725
3699,3,-4.0029,4.3953
3700,4,-4.345,3.2212
3701,5,2.2716,2.3566
3702,6,49.7693,4.2302
3703,7,305.8285,3.0888
3704,8,500.8793,2.1704
3705,9,691.4632,2.4044
3706,10,809.5158,1.8261
3707,11,948.876,2.4826
3708,12,1024.1887,2.2959
3709,13,1018.3843,2.7316
3710,14,826.5082,3.1936
3711,15,653.845,3.1766
3712,16,660.4077,3.611
3713,17,474.5303,4.0426
3714,18,147.8372,9.3332
3715,19,59.4412,5.1642
3716,20,-3.3027,6.7803
3717,21,-2.3399,6.7677
3718,22,-5.1927,5.5924
3719,23,0.9038,4.7844
3720,0,0.4633,2.7079
3721,1,-0.9517,2.9472
3722,2,2.7047,5.066
3723,3,2.0299,5.7663
3724,4,2.4278,5.117
3725,5,2.7172,2.9426
3726,6,65.7992,0.9594
3727,7,94.4433,2.7744
3728,8,91.7045,3.9943
3729,9,122.4016,5.2175
3730,10,14.7114,4.4962
3731,11,451.1065,3.7446
3732,12,644.3727,3.8101
3733,13,696.3955,2.8115
3734,14,696.9628,2.1699
3735,15,523.1142,2.8084
3736,16,250.6142,3.5899
3737,17,404.0892,2.9753
3738,18,299.1274,1.8405
3739,19,26.6366,3.3593
3740,20,-7.3387,3.1543
3741,21,-0.2915,2.8917
3742,22,-0.8799,5.1227
3743,23,-2.6111,3.2935
3744,0,-0.5477,4.2115
3745,1,-1.1288,2.3446
3746,2,-0.3167,2.5573
3747,3,0.9377,3.8186
3748,4,-0.057,3.5406
3749,5,6.516,2.829
3750,6,51.3615,0.7119
3751,7,242.4862,0.7302
3752,8,309.5393,2.4603
3753,9,672.208,2.6184
3754,10,772.083,2.6926
3755,11,982.615,2.753
3756,12,903.6832,2.7705
3757,13,170.5492,3.4551
3758,14,615.831,2.3891
3759,15,263.7378,0.8877
3760,16,501.6255,0.7602
3761,17,232.8288,2.7408
3762,18,324.5292,4.2811
3763,19,78.5118,5.4061
3764,20,-4.9593,2.4717
3765,21,-7.6352,2.0834
3766,22,-4.7323,2.9679
3767,23,-3.245,4.1352
3768,0,-3.3652,3.9922
3769,1,-2.0331,5.5425
3770,2,-2.7311,5.715
3771,3,-3.9522,4.4291
3772,4,-1.6039,2.3778
3773,5,5.0224,1.8088
3774,6,112.7716,3.0907
3775,7,301.1437,6.3837
3776,8,501.5637,5.6488
3777,9,697.9542,2.8199
3778,10,831.9475,3.0453
3779,11,921.7913,3.0754
3780,12,717.5922,3.798
3781,13,444.4544,2.4639
3782,14,959.7125,3.3549
3783,15,603.073,3.5144
3784,16,210.5276,4.4648
3785,17,36.0658,4.6778
3786,18,9.5775,4.639
3787,19,29.9728,3.7622
3788,20,1.7873,2.4015
3789,21,-2.9678,1.9767
3790,22,-3.4229,2.2614
3791,23,-2.4047,3.0431
3792,0,-2.2293,2.53
3793,1,-1.8394,3.9831
3794,2,-1.8377,3.8334
3795,3,-3.6138,1.483
3796,4,-1.3258,2.3498
3797,5,7.2587,3.0568
3798,6,114.2794,3.5462
3799,7,295.2898,2.1636
3800,8,475.6408,0.884
3801,9,664.5185,1.6675
3802,10,811.515,1.8918
3803,11,949.074,2.3995
3804,12,931.4605,2.4826
3805,13,1009.0052,2.8711
3806,14,913.7638,2.9572
3807,15,751.5541,3.0415
3808,16,655.9327,2.9364
3809,17,444.2843,2.5286
3810,18,258.0613,2.391
3811,19,75.0039,1.1313
3812,20,-15.3596,0.3284
3813,21,-9.7302,0.9749
3814,22,-4.826,2.8799
3815,23,-2.4048,2.7018
3816,0,-2.0333,2.0917
3817,1,-0.9668,5.1655
3818,2,-3.0474,3.6116
3819,3,-1.1499,3.8538
3820,4,-1.8245,4.3298
3821,5,7.6706,5.5947
3822,6,111.6603,4.4959
3823,7,292.4677,3.0269
3824,8,479.7862,1.4795
3825,9,670.3008,2.4277
3826,10,825.3445,2.6856
3827,11,910.939,3.5322
3828,12,984.7838,3.5512
3829,13,954.289,3.0674
3830,14,821.7765,3.271
3831,15,220.0723,2.7254
3832,16,350.0192,3.1787
3833,17,113.4991,4.2316
3834,18,272.8991,6.2465
3835,19,45.4657,4.1429
3836,20,-4.0614,4.7441
3837,21,-2.8342,6.1531
3838,22,-4.8205,6.5504
3839,23,-1.379,6.6429
3840,0,0.1468,6.7408
3841,1,-3.4158,5.5068
3842,2,-1.8731,7.8408
3843,3,-0.6919,5.5472
3844,4,-2.2096,3.1235
3845,5,2.5274,2.5437
3846,6,16.7505,2.3986
3847,7,100.0476,2.1411
3848,8,242.4097,1.1744
3849,9,301.5382,3.0874
3850,10,295.6212,2.038
3851,11,411.9613,2.1815
3852,12,626.772,2.8465
3853,13,663.85,4.7045
3854,14,262.4179,4.7049
3855,15,108.0208,3.5097
3856,16,215.022,1.6982
3857,17,125.6413,2.4329
3858,18,212.6523,2.2437
3859,19,53.6914,1.823
3860,20,1.1268,1.3274
3861,21,-0.6364,1.6324
3862,22,1.1814,0.814
3863,23,-0.3403,2.7375
3864,0,-0.9308,1.9141
3865,1,0.1516,3.5271
3866,2,1.8242,6.8411
3867,3,-0.9071,5.2106
3868,4,-0.8864,3.6902
3869,5,9.099,1.2785
3870,6,94.8953,3.0178
3871,7,266.793,3.5273
3872,8,547.6163,3.5621
3873,9,216.0717,3.3132
3874,10,441.426,2.5533
3875,11,589.6415,2.0872
3876,12,150.3662,1.7869
3877,13,354.4234,1.3073
3878,14,863.5447,2.8109
3879,15,264.5256,6.3768
3880,16,117.17,7.6156
3881,17,310.6675,4.4196
3882,18,60.6705,4.603
3883,19,0.5359,2.629
3884,20,-0.9768,1.12
3885,21,-0.1571,3.8092
3886,22,-0.6164,5.5559
3887,23,0.8805,5.1983
3888,0,0.0705,4.9932
3889,1,-0.3983,4.3326
3890,2,-0.3278,3.3056
3891,3,-0.5198,3.1456
3892,4,-0.2281,2.1232
3893,5,1.9304,1.9611
3894,6,21.1808,2.2816
3895,7,51.8802,1.781
3896,8,40.564,3.7541
3897,9,103.4497,2.3445
3898,10,369.2142,1.0461
3899,11,677.3527,1.9889
3900,12,956.7757,2.9182
3901,13,990.2537,2.919
3902,14,849.4933,2.526
3903,15,674.8665,2.1531
3904,16,674.9258,2.4687
3905,17,446.7922,2.2956
3906,18,256.1435,3.0162
3907,19,77.8542,3.8569
3908,20,-12.049,3.4937
3909,21,-8.4468,3.3001
3910,22,-3.6326,1.4795
3911,23,-2.4952,2.4839
3912,0,-1.9923,1.1066
3913,1,-1.6201,1.4379
3914,2,-1.1351,2.5026
3915,3,-0.2168,1.8811
3916,4,-1.6727,3.3647
3917,5,10.196,4.5665
3918,6,116.6775,6.7674
3919,7,294.0957,5.3684
3920,8,473.6457,3.1503
3921,9,664.567,1.9944
3922,10,826.1573,2.6787
3923,11,964.7333,2.6309
3924,12,1044.96,2.7965
3925,13,1096.905,2.815
3926,14,887.119,3.5955
3927,15,253.18,2.9796
3928,16,125.6731,2.8263
3929,17,82.3143,10.159
3930,18,92.922,14.7481
3931,19,32.9197,9.2531
3932,20,-0.7875,6.5862
3933,21,-2.7148,7.3806
3934,22,-0.0777,8.4189
3935,23,-1.8322,3.7313
3936,0,-3.8719,2.9209
3937,1,-3.0822,1.2879
3938,2,0.8434,3.6254
3939,3,-2.3695,4.8983
3940,4,-2.8537,3.7803
3941,5,5.4274,0.8875
3942,6,105.7914,2.4033
3943,7,221.5079,2.6313
3944,8,488.2257,1.8866
3945,9,704.002,1.8168
3946,10,756.5875,1.7228
3947,11,976.003,2.4588
3948,12,1038.853,2.62
3949,13,599.2958,2.9131
3950,14,642.3633,1.1832
3951,15,544.5405,1.2823
3952,16,524.4098,1.9868
3953,17,205.4752,2.0521
3954,18,313.9587,2.3703
3955,19,68.0581,3.0334
3956,20,-11.7224,3.8324
3957,21,-10.5842,4.2268
3958,22,-3.2516,5.1113
3959,23,-4.6158,8.0728
3960,0,-4.5764,6.0624
3961,1,-2.7376,3.0052
